Tipo de Falha,Critério WCAG,Nível,2048 Original_3.5_APKPure - Nº Ocorrências,2048 Original_3.5_APKPure - %,addy.io - Nº Ocorrências,addy.io - %,Algebraix_3.3.1_APKPure - Nº Ocorrências,Algebraix_3.3.1_APKPure - %,Aneko - Nº Ocorrências,Aneko - %,AnkiDroid - Nº Ocorrências,AnkiDroid - %,ATK - Maintenance & HSE_56.3_APKPure - Nº Ocorrências,ATK - Maintenance & HSE_56.3_APKPure - %,audile - Nº Ocorrências,audile - %,AudioShare - Nº Ocorrências,AudioShare - %,Aurora Store_4.7.0_APKPure - Nº Ocorrências,Aurora Store_4.7.0_APKPure - %,Avee Music Player (Pro)_1.2.248_APKPure - Nº Ocorrências,Avee Music Player (Pro)_1.2.248_APKPure - %,Bike Computer - Your Personal _1.8.4.2_APKPure - Nº Ocorrências,Bike Computer - Your Personal _1.8.4.2_APKPure - %,Bilheteria Digital_3.0.51_APKPure - Nº Ocorrências,Bilheteria Digital_3.0.51_APKPure - %,BingX_Trade_BTC_APKPure - Nº Ocorrências,BingX_Trade_BTC_APKPure - %,Boosted Ad Maker by Lightricks_1.8.6.1_APKPure - Nº Ocorrências,Boosted Ad Maker by Lightricks_1.8.6.1_APKPure - %,Boosted Time Tracker_1.6.8_APKPure - Nº Ocorrências,Boosted Time Tracker_1.6.8_APKPure - %,Briar_1.5.14_APKPure - Nº Ocorrências,Briar_1.5.14_APKPure - %,Calculator-inator - Nº Ocorrências,Calculator-inator - %,Cano_APKPure - Nº Ocorrências,Cano_APKPure - %,Caterer Job Search_272.0.1_APKPure - Nº Ocorrências,Caterer Job Search_272.0.1_APKPure - %,CCC ONE Repair Facility_25.8_APKPure - Nº Ocorrências,CCC ONE Repair Facility_25.8_APKPure - %,Cemig Atende_23042025-1800_APKPure - Nº Ocorrências,Cemig Atende_23042025-1800_APKPure - %,Cibus Atendente_3.0.5_APKPure - Nº Ocorrências,Cibus Atendente_3.0.5_APKPure - %,Coast - Work Orders Schedule_17.4.5_APKPure - Nº Ocorrências,Coast - Work Orders Schedule_17.4.5_APKPure - %,Confide - secure messenger_8.0.0_APKPure - Nº Ocorrências,Confide - secure messenger_8.0.0_APKPure - %,Countdown Timer_3.2_APKPure - Nº Ocorrências,Countdown Timer_3.2_APKPure - %,Crypto News_ Prices and Alerts_APKPure - Nº Ocorrências,Crypto News_ Prices and Alerts_APKPure - %,Custom_Uploader - Nº Ocorrências,Custom_Uploader - %,DailyAL - Nº Ocorrências,DailyAL - %,Device Info HW_5.21.0_APKPure - Nº Ocorrências,Device Info HW_5.21.0_APKPure - %,Device Info HW_5.21.0_APKPure (1) - Nº Ocorrências,Device Info HW_5.21.0_APKPure (1) - %,Digital Board_1.0.8_APKPure - Nº Ocorrências,Digital Board_1.0.8_APKPure - %,Drive Weather With Live Radar_APKPure - Nº Ocorrências,Drive Weather With Live Radar_APKPure - %,ecoapp_APKPure - Nº Ocorrências,ecoapp_APKPure - %,Electroneum_APKPure - Nº Ocorrências,Electroneum_APKPure - %,findmyip - Nº Ocorrências,findmyip - %,FlightAware Flight Tracker_5.13.8_APKPure - Nº Ocorrências,FlightAware Flight Tracker_5.13.8_APKPure - %,Food_You - Nº Ocorrências,Food_You - %,Freshdesk_9.3.2_APKPure - Nº Ocorrências,Freshdesk_9.3.2_APKPure - %,FunDo Pro_1.8.15_APKPure - Nº Ocorrências,FunDo Pro_1.8.15_APKPure - %,Gateway_4.36.8_APKPure - Nº Ocorrências,Gateway_4.36.8_APKPure - %,GeoNotes - Nº Ocorrências,GeoNotes - %,Go Daily-Read to earn_APKPure - Nº Ocorrências,Go Daily-Read to earn_APKPure - %,GymRoutines - Nº Ocorrências,GymRoutines - %,Hacoo - Discovering &Inspiring_3.9.4_APKPure - Nº Ocorrências,Hacoo - Discovering &Inspiring_3.9.4_APKPure - %,Hamburger - Nº Ocorrências,Hamburger - %,HPE Parts Validation_4.0_APKPure - Nº Ocorrências,HPE Parts Validation_4.0_APKPure - %,Huckleberry_ Baby & Child_0.9.264_APKPure - Nº Ocorrências,Huckleberry_ Baby & Child_0.9.264_APKPure - %,HUG Global_1.0_APKPure - Nº Ocorrências,HUG Global_1.0_APKPure - %,Humanforce (legacy)_10.5.22_APKPure - Nº Ocorrências,Humanforce (legacy)_10.5.22_APKPure - %,iExeter_11.26.0_APKPure - Nº Ocorrências,iExeter_11.26.0_APKPure - %,imToken_ BTC & ETH Wallet_APKPure - Nº Ocorrências,imToken_ BTC & ETH Wallet_APKPure - %,Insperity Mobile_3.7.8_APKPure - Nº Ocorrências,Insperity Mobile_3.7.8_APKPure - %,IP Tools_ Network Intelligence_1.4.8_APKPure - Nº Ocorrências,IP Tools_ Network Intelligence_1.4.8_APKPure - %,journal - Nº Ocorrências,journal - %,Local_NLP_Backend - Nº Ocorrências,Local_NLP_Backend - %,logline - Nº Ocorrências,logline - %,LumApps_64_APKPure - Nº Ocorrências,LumApps_64_APKPure - %,MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure - Nº Ocorrências,MAPinr - KML_KMZ_OFFLINE_GIS_4.2.0_APKPure - %,menza - Nº Ocorrências,menza - %,meshtastic - Nº Ocorrências,meshtastic - %,MIA_1.30.64_APKPure - Nº Ocorrências,MIA_1.30.64_APKPure - %,MicroStore_2.42.3_APKPure - Nº Ocorrências,MicroStore_2.42.3_APKPure - %,Mocha_ Unlimited Entertainment_APKPure - Nº Ocorrências,Mocha_ Unlimited Entertainment_APKPure - %,monly - Nº Ocorrências,monly - %,My Diary - Daily Diary Journal_1.03.92.0606_APKPure - Nº Ocorrências,My Diary - Daily Diary Journal_1.03.92.0606_APKPure - %,MyToken-Crypto OnChain Tracker_APKPure - Nº Ocorrências,MyToken-Crypto OnChain Tracker_APKPure - %,Neptune 360 Mobile_1.8.2_APKPure - Nº Ocorrências,Neptune 360 Mobile_1.8.2_APKPure - %,newpipe - Nº Ocorrências,newpipe - %,News - Your Trending Stories_17.14.2_APKPure - Nº Ocorrências,News - Your Trending Stories_17.14.2_APKPure - %,Nexo_ Crypto Wealth Platform_APKPure - Nº Ocorrências,Nexo_ Crypto Wealth Platform_APKPure - %,NFC Tools_APKPure - Nº Ocorrências,NFC Tools_APKPure - %,OMS_1.0.5.39_APKPure - Nº Ocorrências,OMS_1.0.5.39_APKPure - %,Opera_News_Lite_APKPure - Nº Ocorrências,Opera_News_Lite_APKPure - %,Orgro - Nº Ocorrências,Orgro - %,Passporter_ Planner and Travel_4.0.8_APKPure - Nº Ocorrências,Passporter_ Planner and Travel_4.0.8_APKPure - %,Phocid - Nº Ocorrências,Phocid - %,Phonograph_Plus - Nº Ocorrências,Phonograph_Plus - %,PLAYit - A New All-in-One Video Player_APKPure - Nº Ocorrências,PLAYit - A New All-in-One Video Player_APKPure - %,PressReader_ News & Magazines_7.1.250610_APKPure - Nº Ocorrências,PressReader_ News & Magazines_7.1.250610_APKPure - %,Proscai Consultas_6.8.29_APKPure - Nº Ocorrências,Proscai Consultas_6.8.29_APKPure - %,QDict - Nº Ocorrências,QDict - %,Qpon_ Daily Deals & Coupons_2.9.2_APKPure - Nº Ocorrências,Qpon_ Daily Deals & Coupons_2.9.2_APKPure - %,Quote_Unquote - Nº Ocorrências,Quote_Unquote - %,Qustodio Parental Control App_182.28.1_APKPure - Nº Ocorrências,Qustodio Parental Control App_182.28.1_APKPure - %,Rapid Service Request_0.59_APKPure - Nº Ocorrências,Rapid Service Request_0.59_APKPure - %,Relay - Get a Truck Driver on _1.1.74_APKPure - Nº Ocorrências,Relay - Get a Truck Driver on _1.1.74_APKPure - %,Rosarium - Nº Ocorrências,Rosarium - %,Satunes - Nº Ocorrências,Satunes - %,Scale_Practice - Nº Ocorrências,Scale_Practice - %,ServiceMax Zinc_12.0.0_APKPure - Nº Ocorrências,ServiceMax Zinc_12.0.0_APKPure - %,Sirius_3.0.2_APKPure - Nº Ocorrências,Sirius_3.0.2_APKPure - %,skustack_4.38_APKPure - Nº Ocorrências,skustack_4.38_APKPure - %,Sleepzy_ Sleep Cycle Tracker_3.22.6_APKPure - Nº Ocorrências,Sleepzy_ Sleep Cycle Tracker_3.22.6_APKPure - %,SMS Backup & Restore_10.21.004_APKPure - Nº Ocorrências,SMS Backup & Restore_10.21.004_APKPure - %,Snapseed_2.22.0.633363672_APKPure - Nº Ocorrências,Snapseed_2.22.0.633363672_APKPure - %,Sony _ Music Center_7.5.0_APKPure - Nº Ocorrências,Sony _ Music Center_7.5.0_APKPure - %,SoundSeeder - Synced Music_2.7.1_APKPure - Nº Ocorrências,SoundSeeder - Synced Music_2.7.1_APKPure - %,Speed test 4G 5G WiFi & maps_2.15.8_APKPure - Nº Ocorrências,Speed test 4G 5G WiFi & maps_2.15.8_APKPure - %,Status_Carteira_social_cripto - Nº Ocorrências,Status_Carteira_social_cripto - %,Test DPC_9.0.13_APKPure - Nº Ocorrências,Test DPC_9.0.13_APKPure - %,ThinkDiag_APKPure - Nº Ocorrências,ThinkDiag_APKPure - %,ToS;DR - Nº Ocorrências,ToS;DR - %,Track&Graph - Nº Ocorrências,Track&Graph - %,Tridenta - Nº Ocorrências,Tridenta - %,Unibuddy_1.64.0_APKPure - Nº Ocorrências,Unibuddy_1.64.0_APKPure - %,URLCheck - Nº Ocorrências,URLCheck - %,urn - Nº Ocorrências,urn - %,Victory City Churches_6.14.1_APKPure - Nº Ocorrências,Victory City Churches_6.14.1_APKPure - %,Vigi_5.0.0_APKPure - Nº Ocorrências,Vigi_5.0.0_APKPure - %,WiFi Analyzer (open-source)_3.1.4_APKPure - Nº Ocorrências,WiFi Analyzer (open-source)_3.1.4_APKPure - %,WiFi Manager_4.3.0-230-nicolas_APKPure - Nº Ocorrências,WiFi Manager_4.3.0-230-nicolas_APKPure - %,wifiwidget - Nº Ocorrências,wifiwidget - %,WikiReader - Nº Ocorrências,WikiReader - %,Wisdo_ Mental Health & Support_1.9.69-Production_APKPure - Nº Ocorrências,Wisdo_ Mental Health & Support_1.9.69-Production_APKPure - %,Xender_APKPure - Nº Ocorrências,Xender_APKPure - %,Zangi Private Messenger_6.2.4_APKPure - Nº Ocorrências,Zangi Private Messenger_6.2.4_APKPure - %,Background Apps & Process List_APKPure - Nº Ocorrências,Background Apps & Process List_APKPure - %,Binary_Eye - Nº Ocorrências,Binary_Eye - %,DailyTube - media player_APKPure - Nº Ocorrências,DailyTube - media player_APKPure - %,Dash_Wallet - Nº Ocorrências,Dash_Wallet - %,Degoo_ 20 GB Cloud Storage_1.57.182.241025_APKPure - Nº Ocorrências,Degoo_ 20 GB Cloud Storage_1.57.182.241025_APKPure - %,Delo_4.1.0_APKPure - Nº Ocorrências,Delo_4.1.0_APKPure - %,EsilApp - Noticias_2.02.09_APKPure - Nº Ocorrências,EsilApp - Noticias_2.02.09_APKPure - %,Eternity - Nº Ocorrências,Eternity - %,iSeller Kitchen Display_2.368_APKPure - Nº Ocorrências,iSeller Kitchen Display_2.368_APKPure - %,Meshenger - Nº Ocorrências,Meshenger - %,Send files to TV_1.3.8_APKPure - Nº Ocorrências,Send files to TV_1.3.8_APKPure - %,Tank Spotter_4.2.0_APKPure - Nº Ocorrências,Tank Spotter_4.2.0_APKPure - %,TaxiMe for Drivers_7.1.1_APKPure - Nº Ocorrências,TaxiMe for Drivers_7.1.1_APKPure - %,whoBIRD - Nº Ocorrências,whoBIRD - %,Wifi Connection Anywhere Map_APKPure - Nº Ocorrências,Wifi Connection Anywhere Map_APKPure - %,WiFi Password - Auto Connect_APKPure - Nº Ocorrências,WiFi Password - Auto Connect_APKPure - %,wispaar - Nº Ocorrências,wispaar - %,Correio de Sergipe_11_APKPure - Nº Ocorrências,Correio de Sergipe_11_APKPure - %,Curb Hero Open House App_APKPure - Nº Ocorrências,Curb Hero Open House App_APKPure - %,Daily_Diary - Nº Ocorrências,Daily_Diary - %,DanXi - Nº Ocorrências,DanXi - %,DesignEvo - Logo Maker_1.0.5_APKPure - Nº Ocorrências,DesignEvo - Logo Maker_1.0.5_APKPure - %,DiskInfo_4.9.9 (build 10)_APKPure - Nº Ocorrências,DiskInfo_4.9.9 (build 10)_APKPure - %,eduVPN - Nº Ocorrências,eduVPN - %,ELAUNCH_4.1.0_APKPure - Nº Ocorrências,ELAUNCH_4.1.0_APKPure - %,energize - Nº Ocorrências,energize - %,epraise_3000.61.00_APKPure - Nº Ocorrências,epraise_3000.61.00_APKPure - %,Everest - Nº Ocorrências,Everest - %,Google Authenticator_7.0_APKPure - Nº Ocorrências,Google Authenticator_7.0_APKPure - %,Guide for Canva_ Graphic Design & Video_1.0_APKPure - Nº Ocorrências,Guide for Canva_ Graphic Design & Video_1.0_APKPure - %,hydra - Nº Ocorrências,hydra - %,inflationCalculator - Nº Ocorrências,inflationCalculator - %,kitchenowl - Nº Ocorrências,kitchenowl - %,Materialious - Nº Ocorrências,Materialious - %,My Farm_3.3.1_APKPure - Nº Ocorrências,My Farm_3.3.1_APKPure - %,passy - Nº Ocorrências,passy - %,petals - Nº Ocorrências,petals - %,Polaris - Nº Ocorrências,Polaris - %,Positive Parenting Solutions_APKPure - Nº Ocorrências,Positive Parenting Solutions_APKPure - %,Radio_Romania - Nº Ocorrências,Radio_Romania - %,ShockAlarm - Nº Ocorrências,ShockAlarm - %,suntimeswidget - Nº Ocorrências,suntimeswidget - %,TeamGram_4.10.0_APKPure - Nº Ocorrências,TeamGram_4.10.0_APKPure - %,thelife - Nº Ocorrências,thelife - %,Transito - Nº Ocorrências,Transito - %,Workout_Manager - Nº Ocorrências,Workout_Manager - %,Bangumi - Nº Ocorrências,Bangumi - %,Based_Cooking - Nº Ocorrências,Based_Cooking - %,Book's_Story - Nº Ocorrências,Book's_Story - %,converterNow - Nº Ocorrências,converterNow - %,Drivetune_4.8.1_APKPure - Nº Ocorrências,Drivetune_4.8.1_APKPure - %,eWarehouse by KCS_2025.05.021620_APKPure - Nº Ocorrências,eWarehouse by KCS_2025.05.021620_APKPure - %,Field Warrior ELD_5.0.120_APKPure - Nº Ocorrências,Field Warrior ELD_5.0.120_APKPure - %,GigSmart Get Gigs_3.92.0_APKPure - Nº Ocorrências,GigSmart Get Gigs_3.92.0_APKPure - %,gptmobile - Nº Ocorrências,gptmobile - %,Joplin_3.3.8_APKPure - Nº Ocorrências,Joplin_3.3.8_APKPure - %,MeteoWeather - Nº Ocorrências,MeteoWeather - %,My Device ID by Airbridge_APKPure - Nº Ocorrências,My Device ID by Airbridge_APKPure - %,Power Menu _ Software Button_APKPure - Nº Ocorrências,Power Menu _ Software Button_APKPure - %,RadioWave - Nº Ocorrências,RadioWave - %,Rede Vistorias_6.21.12_APKPure - Nº Ocorrências,Rede Vistorias_6.21.12_APKPure - %,SMASH - Nº Ocorrências,SMASH - %,solar - Nº Ocorrências,solar - %,SpotHero - Find Parking_7.10.1_APKPure - Nº Ocorrências,SpotHero - Find Parking_7.10.1_APKPure - %,Umax - Become Hot_APKPure - Nº Ocorrências,Umax - Become Hot_APKPure - %,UnitsTools - Nº Ocorrências,UnitsTools - %,Venix - Pedidos de Venda_2.4.9_APKPure - Nº Ocorrências,Venix - Pedidos de Venda_2.4.9_APKPure - %,Weather & Widget - Weawow_6.4.6_APKPure - Nº Ocorrências,Weather & Widget - Weawow_6.4.6_APKPure - %,Zoho FSM_2.3.10_APKPure - Nº Ocorrências,Zoho FSM_2.3.10_APKPure - %,Habit-Maker - Nº Ocorrências,Habit-Maker - %,Myne_Download_&_Read_eBooks - Nº Ocorrências,Myne_Download_&_Read_eBooks - %,Pushbullet_ SMS on PC and more_18.11.0_APKPure - Nº Ocorrências,Pushbullet_ SMS on PC and more_18.11.0_APKPure - %,Salud-ENT_1.8_APKPure - Nº Ocorrências,Salud-ENT_1.8_APKPure - %,Soho+Noho_6.3.3_APKPure - Nº Ocorrências,Soho+Noho_6.3.3_APKPure - %,Star+_2.23.0-rc3_APKPure - Nº Ocorrências,Star+_2.23.0-rc3_APKPure - %,Transportr - Public Transit_2.2.1_APKPure - Nº Ocorrências,Transportr - Public Transit_2.2.1_APKPure - %,Unpopular_Music_Player - Nº Ocorrências,Unpopular_Music_Player - %,Vagaro Check-In_1.3.6_APKPure - Nº Ocorrências,Vagaro Check-In_1.3.6_APKPure - %,Citrine - Nº Ocorrências,Citrine - %,NETGEAR Nighthawk WiFi Router_2.45.0.4597_APKPure - Nº Ocorrências,NETGEAR Nighthawk WiFi Router_2.45.0.4597_APKPure - %,Plus Messenger_11.9.1.0_APKPure - Nº Ocorrências,Plus Messenger_11.9.1.0_APKPure - %
Contrast Failure,1.4.3 Contrast (Minimum),AA,3.0,15.0,7.0,19.44,5.0,5.38,3.0,3.57,1.0,3.12,1.0,4.0,1.0,5.88,3.0,5.08,2.0,4.65,5.0,38.46,6.0,9.09,3.0,2.91,7.0,7.0,6.0,10.91,8.0,7.27,7.0,25.0,1.0,1.75,4.0,15.38,8.0,8.33,2.0,28.57,3.0,6.0,1.0,8.33,1.0,3.03,6.0,9.68,2.0,20.0,2.0,0.48,7.0,25.0,7.0,23.33,12.0,9.52,16.0,11.94,1.0,1.92,5.0,3.52,13.0,11.71,1.0,4.55,1.0,6.67,3.0,12.5,3.0,37.5,2.0,2.6,11.0,7.1,3.0,3.8,1.0,1.56,24.0,10.0,3.0,11.11,103.0,17.52,7.0,18.42,11.0,17.74,17.0,7.83,3.0,5.45,2.0,2.38,22.0,10.43,8.0,3.21,7.0,8.86,15.0,10.87,1.0,1.79,15.0,17.86,1.0,4.35,4.0,5.71,8.0,18.18,7.0,7.07,2.0,4.76,8.0,6.45,6.0,13.64,7.0,3.57,17.0,17.89,22.0,9.05,23.0,16.67,8.0,20.0,12.0,44.44,6.0,3.12,4.0,4.49,6.0,1.1,6.0,7.89,32.0,12.17,7.0,23.33,11.0,14.47,7.0,6.19,6.0,31.58,9.0,8.18,52.0,13.51,6.0,16.22,12.0,15.19,39.0,4.74,1.0,3.03,2.0,1.18,3.0,13.04,8.0,7.77,8.0,11.27,5.0,3.55,5.0,0.92,4.0,10.26,8.0,10.39,22.0,29.33,21.0,5.92,2.0,0.75,23.0,25.0,4.0,1.68,12.0,4.96,8.0,2.77,1.0,3.03,8.0,34.78,11.0,5.42,1.0,0.17,1.0,11.11,1.0,1.82,1.0,1.52,7.0,5.3,8.0,11.43,3.0,11.54,3.0,9.68,20.0,20.2,1.0,1.89,1.0,0.83,1.0,3.45,5.0,10.64,1.0,6.67,4.0,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing Content Description,1.1.1 Non-text Content,A,1.0,5.0,,,,,,,3.0,9.38,,,,,,,,,,,7.0,10.61,,,7.0,7.0,1.0,1.82,7.0,6.36,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,4.0,7.69,22.0,15.49,1.0,0.9,,,,,1.0,4.17,,,,,6.0,3.87,,,5.0,7.81,2.0,0.83,,,46.0,7.82,,,,,,,,,,,,,,,,,2.0,1.45,,,9.0,10.71,,,,,,,,,1.0,2.38,,,,,17.0,8.67,,,1.0,0.41,,,,,,,,,4.0,4.49,,,2.0,2.63,,,,,,,,,,,10.0,9.09,54.0,14.03,,,1.0,1.27,,,,,2.0,1.18,,,5.0,4.85,,,,,52.0,9.52,,,,,3.0,4.0,15.0,4.23,17.0,6.42,1.0,1.09,6.0,2.52,25.0,10.33,,,,,,,16.0,7.88,,,,,,,,,6.0,4.55,,,,,,,,,6.0,11.32,,,,,,,,,4.0,4.94,2.0,6.25,3.0,5.66,2.0,2.63,1.0,4.35,11.0,17.46,2.0,2.47,1.0,20.0,6.0,5.13,4.0,7.41,3.0,4.05,1.0,4.35,2.0,4.0,15.0,9.09,15.0,23.08,3.0,11.11,9.0,16.36,2.0,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing Accessible Name,"4.1.2 Name, Role, Value",A,6.0,30.0,,,,,16.0,19.05,3.0,9.38,1.0,4.0,,,3.0,5.08,,,1.0,7.69,6.0,9.09,3.0,2.91,7.0,7.0,1.0,1.82,7.0,6.36,,,8.0,14.04,,,3.0,3.12,,,1.0,2.0,,,,,,,1.0,10.0,1.0,0.24,,,,,35.0,27.78,36.0,26.87,12.0,23.08,16.0,11.27,4.0,3.6,4.0,18.18,,,3.0,12.5,,,,,11.0,7.1,,,3.0,4.69,3.0,1.25,1.0,3.7,20.0,3.4,1.0,2.63,,,10.0,4.61,9.0,16.36,2.0,2.38,6.0,2.84,,,6.0,7.59,,,,,4.0,4.76,3.0,13.04,2.0,2.86,,,3.0,3.03,1.0,2.38,,,,,17.0,8.67,,,1.0,0.41,,,,,1.0,3.7,,,,,12.0,2.19,4.0,5.26,3.0,1.14,1.0,3.33,3.0,3.95,5.0,4.42,,,10.0,9.09,52.0,13.51,,,8.0,10.13,28.0,3.4,1.0,3.03,8.0,4.73,,,5.0,4.85,17.0,23.94,7.0,4.96,52.0,9.52,,,4.0,5.19,3.0,4.0,27.0,7.61,4.0,1.51,4.0,4.35,6.0,2.52,37.0,15.29,,,,,3.0,13.04,17.0,8.37,5.0,0.83,1.0,11.11,,,,,10.0,7.58,,,,,,,1.0,1.01,7.0,13.21,2.0,1.65,1.0,3.45,,,,,5.0,6.17,2.0,6.25,4.0,7.55,2.0,2.63,1.0,4.35,11.0,17.46,5.0,6.17,2.0,40.0,13.0,11.11,4.0,7.41,9.0,12.16,2.0,8.7,,,15.0,9.09,10.0,15.38,6.0,22.22,10.0,18.18,7.0,9.33,14.0,11.67,3.0,37.5,8.0,44.44,2.0,22.22,2.0,5.88,40.0,22.47,2.0,5.26,6.0,6.25,4.0,50.0,3.0,17.65,2.0,11.11,1.0,4.55,14.0,43.75,6.0,7.06,5.0,15.15,2.0,16.67,1.0,0.48,8.0,53.33,10.0,27.78,3.0,6.25,1.0,14.29,3.0,37.5,20.0,66.67,1.0,33.33,71.0,92.21,9.0,7.26,6.0,22.22,12.0,70.59,6.0,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Size Failure,2.5.5 Target Size (Enhanced),AAA,2.0,10.0,,,8.0,8.6,1.0,1.19,1.0,3.12,,,3.0,17.65,,,8.0,18.6,3.0,23.08,3.0,4.55,17.0,16.5,4.0,4.0,10.0,18.18,10.0,9.09,,,4.0,7.02,3.0,11.54,6.0,6.25,1.0,14.29,6.0,12.0,1.0,8.33,6.0,18.18,,,,,10.0,2.42,,,2.0,6.67,6.0,4.76,6.0,4.48,6.0,11.54,26.0,18.31,13.0,11.71,4.0,18.18,,,5.0,20.83,2.0,25.0,3.0,3.9,15.0,9.68,12.0,15.19,6.0,9.38,8.0,3.33,,,122.0,20.75,,,9.0,14.52,4.0,1.84,4.0,7.27,4.0,4.76,56.0,26.54,6.0,2.41,,,6.0,4.35,,,,,,,19.0,27.14,5.0,11.36,3.0,3.03,6.0,14.29,1.0,0.81,11.0,25.0,18.0,9.18,12.0,12.63,,,6.0,4.35,1.0,2.5,1.0,3.7,20.0,10.42,27.0,30.34,111.0,20.29,8.0,10.53,15.0,5.7,1.0,3.33,,,5.0,4.42,3.0,15.79,25.0,22.73,68.0,17.66,2.0,5.41,5.0,6.33,100.0,12.15,1.0,3.03,19.0,11.24,2.0,8.7,,,2.0,2.82,4.0,2.84,134.0,24.54,3.0,7.69,6.0,7.79,3.0,4.0,92.0,25.92,16.0,6.04,6.0,6.52,11.0,4.62,67.0,27.69,5.0,1.73,7.0,21.21,2.0,8.7,26.0,12.81,145.0,24.05,1.0,11.11,8.0,14.55,5.0,7.58,26.0,19.7,,,2.0,7.69,8.0,25.81,5.0,5.05,12.0,22.64,8.0,6.61,1.0,3.45,8.0,17.02,,,2.0,2.47,4.0,12.5,6.0,11.32,13.0,17.11,8.0,34.78,18.0,28.57,29.0,35.8,2.0,40.0,7.0,5.98,8.0,14.81,9.0,12.16,6.0,26.09,8.0,16.0,15.0,9.09,,,,,5.0,9.09,25.0,33.33,13.0,10.83,3.0,37.5,5.0,27.78,4.0,44.44,12.0,35.29,16.0,8.99,8.0,21.05,24.0,25.0,4.0,50.0,8.0,47.06,5.0,27.78,5.0,22.73,3.0,9.38,8.0,9.41,1.0,3.03,6.0,50.0,72.0,34.62,2.0,13.33,8.0,22.22,4.0,8.33,,,3.0,37.5,8.0,26.67,,,2.0,2.6,16.0,12.9,15.0,55.56,,,4.0,28.57,10.0,37.04,5.0,100.0,11.0,7.64,1.0,33.33,83.0,20.05,2.0,7.14,3.0,33.33,4.0,6.67,1.0,14.29,6.0,28.57,5.0,100.0,10.0,90.91,1.0,20.0,3.0,5.66,24.0,19.05,1.0,100.0,2.0,3.85,7.0,25.0,4.0,12.5,31.0,38.27,5.0,13.51,6.0,7.14,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
